"nameLast","nameFirst","playerID","Age","year","reliability","mPA","mAB","mR","mH","m2B","m3B","mHR","mRBI","mSB","mCS","mBB","mSO","mIBB","mHBP","mSH","mSF","mGIDP"
"Ashley","Billy","ashlebi01",31,2001,0.06,200.00,176.00,27.00,48.00,10.00,1.00,7.00,27.00,3.00,1.00,19.00,35.00,1.00,2.00,1.00,2.00,4.00
"Aurilia","Rich","aurilri01",30,2001,0.85,547.00,491.00,65.00,134.00,24.00,2.00,18.00,71.00,3.00,3.00,46.00,77.00,3.00,2.00,4.00,4.00,12.00
"Ausmus","Brad","ausmubr01",32,2001,0.85,555.00,483.00,70.00,129.00,22.00,4.00,9.00,55.00,10.00,5.00,60.00,76.00,3.00,7.00,3.00,2.00,16.00
"Aven","Bruce","avenbr01",29,2001,0.69,332.00,295.00,42.00,81.00,16.00,1.00,10.00,50.00,3.00,2.00,29.00,62.00,1.00,4.00,1.00,3.00,6.00
"Baerga","Carlos","baergca01",33,2001,0.65,215.00,195.00,21.00,51.00,9.00,1.00,4.00,22.00,2.00,1.00,15.00,28.00,2.00,2.00,1.00,2.00,7.00
"Bagwell","Jeff","bagweje01",33,2001,0.88,632.00,512.00,122.00,153.00,31.00,1.00,36.00,108.00,14.00,6.00,104.00,102.00,10.00,10.00,0.00,6.00,16.00
"Baines","Harold","baineha01",42,2001,0.79,409.00,363.00,46.00,99.00,17.00,1.00,15.00,65.00,2.00,1.00,43.00,56.00,5.00,1.00,0.00,2.00,13.00
"Bako","Paul","bakopa01",29,2001,0.73,350.00,310.00,31.00,80.00,16.00,1.00,5.00,33.00,2.00,1.00,34.00,77.00,7.00,1.00,2.00,3.00,6.00
"Ball","Jeff","ballje01",32,2001,0.01,200.00,176.00,26.00,48.00,9.00,1.00,6.00,25.00,3.00,1.00,19.00,32.00,1.00,2.00,1.00,2.00,4.00
"Banks","Brian","banksbr01",31,2001,0.47,225.00,197.00,30.00,51.00,9.00,1.00,6.00,25.00,4.00,1.00,23.00,45.00,3.00,1.00,2.00,2.00,3.00
"Barajas","Rod","barajro01",26,2001,0.10,208.00,183.00,28.00,51.00,10.00,1.00,7.00,29.00,3.00,1.00,19.00,33.00,1.00,2.00,2.00,2.00,4.00
"Barker","Glen","barkegl01",30,2001,0.38,248.00,215.00,44.00,57.00,10.00,1.00,6.00,29.00,16.00,8.00,25.00,49.00,1.00,2.00,4.00,2.00,3.00
"Barker","Kevin","barkeke01",26,2001,0.48,274.00,238.00,34.00,64.00,11.00,1.00,7.00,35.00,3.00,1.00,31.00,43.00,1.00,2.00,1.00,2.00,3.00
"Barnes","John","barnejo01",25,2001,0.15,220.00,194.00,30.00,57.00,12.00,1.00,6.00,26.00,3.00,2.00,20.00,34.00,1.00,3.00,1.00,2.00,6.00
"Barrett","Michael","barremi01",25,2001,0.74,395.00,357.00,46.00,96.00,23.00,2.00,7.00,42.00,2.00,2.00,32.00,45.00,4.00,3.00,1.00,2.00,11.00
"Barry","Jeff","barryje01",32,2001,0.42,219.00,192.00,26.00,51.00,13.00,1.00,6.00,28.00,2.00,2.00,21.00,36.00,1.00,2.00,1.00,3.00,4.00
"Bartee","Kimera","barteki01",29,2001,0.37,211.00,187.00,31.00,45.00,9.00,2.00,5.00,24.00,6.00,4.00,19.00,43.00,1.00,2.00,2.00,1.00,4.00
"Bates","Jason","batesja01",30,2001,0.17,200.00,177.00,27.00,46.00,9.00,1.00,5.00,22.00,3.00,1.00,20.00,35.00,2.00,1.00,1.00,1.00,5.00
"Batista","Tony","batisto01",28,2001,0.85,589.00,538.00,84.00,146.00,30.00,2.00,33.00,96.00,5.00,2.00,39.00,101.00,2.00,6.00,1.00,5.00,13.00
"Battle","Howard","battlho01",29,2001,0.06,202.00,177.00,27.00,50.00,9.00,1.00,6.00,27.00,3.00,1.00,20.00,32.00,1.00,2.00,1.00,2.00,5.00
"Baughman","Justin","baughju01",27,2001,0.38,212.00,191.00,28.00,51.00,10.00,1.00,4.00,24.00,7.00,2.00,16.00,33.00,1.00,1.00,2.00,2.00,4.00
"Bautista","Danny","bautida01",29,2001,0.73,415.00,379.00,57.00,106.00,22.00,4.00,11.00,56.00,6.00,2.00,26.00,58.00,3.00,3.00,3.00,4.00,11.00
"Beamon","Trey","beamotr01",27,2001,0.11,200.00,176.00,26.00,49.00,10.00,1.00,6.00,24.00,3.00,1.00,20.00,34.00,1.00,2.00,1.00,1.00,5.00
"Becker","Rich","beckeri01",29,2001,0.76,411.00,338.00,58.00,84.00,14.00,2.00,10.00,42.00,6.00,2.00,67.00,95.00,1.00,2.00,2.00,2.00,6.00
"Bell","David","bellda01",29,2001,0.85,523.00,467.00,65.00,123.00,26.00,2.00,14.00,57.00,4.00,3.00,44.00,72.00,1.00,4.00,3.00,5.00,10.00
"Bell","Derek","bellde01",33,2001,0.86,568.00,505.00,77.00,135.00,28.00,1.00,16.00,72.00,10.00,4.00,53.00,113.00,1.00,4.00,1.00,5.00,15.00
"Belle","Albert","belleal01",35,2001,0.87,583.00,507.00,80.00,147.00,33.00,1.00,28.00,100.00,6.00,3.00,65.00,70.00,10.00,4.00,0.00,7.00,15.00
"Bellhorn","Mark","bellhma01",27,2001,0.09,208.00,181.00,28.00,48.00,10.00,1.00,6.00,25.00,4.00,1.00,22.00,36.00,1.00,2.00,1.00,2.00,4.00
"Bellinger","Clay","bellicl01",33,2001,0.51,309.00,275.00,47.00,65.00,13.00,2.00,9.00,33.00,6.00,1.00,26.00,61.00,2.00,4.00,1.00,3.00,4.00
"Belliard","Rafael","bellira01",40,2001,0.05,200.00,177.00,25.00,47.00,9.00,1.00,6.00,24.00,3.00,1.00,18.00,32.00,1.00,2.00,1.00,2.00,5.00
"Belliard","Ron","belliro01",26,2001,0.82,587.00,505.00,74.00,142.00,29.00,6.00,10.00,59.00,6.00,4.00,71.00,73.00,3.00,2.00,4.00,5.00,13.00
"Bell","Jay","bellja01",36,2001,0.87,593.00,512.00,88.00,136.00,27.00,5.00,22.00,74.00,5.00,3.00,68.00,102.00,2.00,4.00,4.00,5.00,9.00
"Bell","Mike","bellmi02",27,2001,0.11,216.00,189.00,30.00,52.00,9.00,1.00,8.00,28.00,3.00,1.00,22.00,36.00,1.00,2.00,1.00,2.00,4.00
"Beltre","Adrian","beltrad01",22,2001,0.83,549.00,483.00,73.00,139.00,27.00,3.00,18.00,73.00,12.00,4.00,55.00,82.00,5.00,4.00,3.00,4.00,9.00
"Beltran","Carlos","beltrca01",24,2001,0.81,479.00,432.00,70.00,122.00,20.00,5.00,13.00,65.00,14.00,3.00,38.00,78.00,2.00,2.00,1.00,6.00,12.00
"Benard","Marvin","benarma01",31,2001,0.85,579.00,514.00,89.00,143.00,29.00,4.00,13.00,59.00,18.00,8.00,56.00,88.00,1.00,5.00,2.00,2.00,6.00
"Benitez","Yamil","benitya01",29,2001,0.36,200.00,179.00,23.00,44.00,8.00,1.00,7.00,27.00,3.00,1.00,17.00,35.00,1.00,2.00,1.00,1.00,5.00
"Benjamin","Mike","benjami01",36,2001,0.77,368.00,334.00,42.00,86.00,22.00,3.00,4.00,36.00,6.00,2.00,21.00,71.00,2.00,3.00,8.00,2.00,7.00
"Bennett","Gary","bennega01",29,2001,0.44,254.00,223.00,29.00,60.00,12.00,1.00,6.00,32.00,2.00,1.00,26.00,39.00,1.00,2.00,1.00,2.00,7.00
"Berg","Dave","bergda01",31,2001,0.73,356.00,312.00,40.00,86.00,19.00,1.00,5.00,34.00,4.00,1.00,35.00,64.00,1.00,3.00,3.00,3.00,7.00
"Bergeron","Peter","bergepe01",24,2001,0.73,502.00,438.00,72.00,114.00,22.00,5.00,7.00,37.00,9.00,8.00,52.00,79.00,1.00,1.00,9.00,2.00,5.00
"Berkman","Lance","berkmla01",25,2001,0.68,419.00,358.00,67.00,104.00,24.00,1.00,18.00,63.00,8.00,2.00,52.00,71.00,2.00,2.00,1.00,6.00,7.00
"Berroa","Geronimo","berroge01",36,2001,0.48,225.00,197.00,27.00,48.00,9.00,2.00,4.00,23.00,2.00,1.00,24.00,42.00,2.00,2.00,1.00,1.00,7.00
"Berry","Sean","berryse01",35,2001,0.67,255.00,228.00,29.00,58.00,11.00,1.00,6.00,29.00,2.00,1.00,21.00,44.00,1.00,3.00,1.00,2.00,5.00
"Bichette","Dante","bicheda01",38,2001,0.87,584.00,532.00,80.00,156.00,32.00,2.00,23.00,95.00,6.00,3.00,42.00,79.00,3.00,3.00,1.00,6.00,17.00
"Bieser","Steve","biesest01",34,2001,0.03,200.00,175.00,27.00,48.00,10.00,1.00,6.00,25.00,3.00,1.00,20.00,32.00,1.00,2.00,1.00,2.00,5.00
"Biggio","Craig","biggicr01",36,2001,0.86,508.00,432.00,79.00,124.00,29.00,2.00,12.00,51.00,18.00,5.00,57.00,78.00,5.00,11.00,4.00,4.00,8.00
"Blake","Casey","blakeca01",28,2001,0.18,215.00,189.00,28.00,51.00,11.00,1.00,6.00,24.00,3.00,1.00,21.00,37.00,1.00,2.00,1.00,2.00,5.00
"Blanco","Henry","blanche01",30,2001,0.70,392.00,343.00,41.00,84.00,22.00,2.00,9.00,41.00,2.00,3.00,42.00,63.00,4.00,1.00,2.00,4.00,8.00
"Blauser","Jeff","blausje01",36,2001,0.65,224.00,190.00,31.00,46.00,7.00,2.00,6.00,22.00,2.00,1.00,27.00,44.00,1.00,4.00,1.00,2.00,3.00
"Blowers","Mike","blowemi01",36,2001,0.57,205.00,182.00,25.00,45.00,10.00,1.00,6.00,30.00,2.00,1.00,19.00,44.00,1.00,1.00,1.00,2.00,6.00
"Blum","Geoff","blumge01",28,2001,0.68,405.00,360.00,49.00,99.00,20.00,3.00,14.00,50.00,3.00,3.00,35.00,64.00,3.00,3.00,4.00,3.00,6.00
"Bocachica","Hiram","bocachi01",25,2001,0.04,205.00,180.00,29.00,51.00,10.00,1.00,6.00,26.00,3.00,1.00,20.00,32.00,1.00,2.00,1.00,2.00,4.00
"Bogar","Tim","bogarti01",35,2001,0.75,411.00,360.00,44.00,80.00,15.00,2.00,8.00,39.00,3.00,3.00,40.00,67.00,6.00,4.00,3.00,4.00,13.00
"Boggs","Wade","boggswa01",43,2001,0.70,233.00,206.00,27.00,56.00,10.00,1.00,4.00,24.00,2.00,1.00,24.00,27.00,2.00,1.00,0.00,2.00,7.00
"Bolick","Frank","bolicfr01",35,2001,0.12,200.00,175.00,24.00,45.00,9.00,1.00,6.00,23.00,3.00,1.00,22.00,32.00,1.00,1.00,1.00,1.00,4.00
"Bonds","Barry","bondsba01",37,2001,0.85,547.00,443.00,103.00,126.00,27.00,4.00,36.00,93.00,13.00,4.00,94.00,76.00,17.00,4.00,1.00,5.00,9.00
"Bonilla","Bobby","bonilbo01",38,2001,0.72,353.00,306.00,36.00,74.00,14.00,2.00,9.00,41.00,2.00,2.00,41.00,58.00,3.00,2.00,1.00,3.00,9.00
"Boone","Aaron","booneaa01",28,2001,0.78,418.00,372.00,52.00,105.00,22.00,2.00,12.00,57.00,9.00,3.00,31.00,65.00,2.00,8.00,3.00,4.00,6.00
"Boone","Bret","boonebr01",32,2001,0.86,530.00,473.00,70.00,121.00,26.00,1.00,18.00,67.00,8.00,4.00,45.00,90.00,3.00,4.00,4.00,4.00,12.00
"Booty","Josh","bootyjo01",26,2001,0.05,200.00,175.00,26.00,48.00,10.00,1.00,6.00,26.00,3.00,1.00,20.00,33.00,1.00,2.00,1.00,2.00,4.00
"Borders","Pat","bordepa01",38,2001,0.36,204.00,184.00,22.00,47.00,8.00,1.00,4.00,21.00,2.00,2.00,16.00,37.00,1.00,2.00,1.00,1.00,4.00
"Bordick","Mike","bordimi01",36,2001,0.86,593.00,528.00,76.00,143.00,29.00,3.00,15.00,67.00,8.00,5.00,47.00,88.00,1.00,5.00,7.00,6.00,17.00
"Bournigal","Rafael","bournra01",35,2001,0.48,211.00,188.00,27.00,48.00,10.00,1.00,4.00,24.00,3.00,1.00,16.00,23.00,1.00,1.00,4.00,2.00,6.00
"Bradley","Milton","bradlmi01",23,2001,0.42,286.00,253.00,38.00,66.00,14.00,2.00,7.00,33.00,4.00,2.00,27.00,47.00,1.00,2.00,2.00,2.00,5.00
"Bragg","Darren","braggda01",32,2001,0.75,317.00,273.00,37.00,72.00,15.00,2.00,7.00,36.00,4.00,1.00,35.00,64.00,1.00,3.00,3.00,3.00,7.00
"Branson","Jeff","bransje01",34,2001,0.25,209.00,188.00,25.00,48.00,10.00,1.00,5.00,23.00,2.00,1.00,17.00,37.00,1.00,1.00,1.00,2.00,4.00
"Branyan","Russ","branyru01",26,2001,0.52,314.00,276.00,43.00,71.00,13.00,2.00,16.00,47.00,2.00,1.00,31.00,81.00,2.00,4.00,1.00,2.00,4.00
"Brede","Brent","bredebr01",30,2001,0.37,200.00,175.00,24.00,45.00,9.00,2.00,5.00,22.00,2.00,1.00,21.00,33.00,2.00,2.00,1.00,1.00,5.00
"Brock","Tarrik","brockta01",28,2001,0.06,208.00,181.00,27.00,49.00,9.00,1.00,6.00,25.00,4.00,2.00,22.00,34.00,1.00,2.00,1.00,2.00,4.00
"Brogna","Rico","brognri01",31,2001,0.82,367.00,333.00,47.00,88.00,20.00,2.00,11.00,54.00,4.00,2.00,29.00,70.00,4.00,1.00,1.00,3.00,9.00
"Brosius","Scott","brosisc01",35,2001,0.84,512.00,456.00,64.00,116.00,24.00,1.00,16.00,70.00,5.00,4.00,44.00,77.00,2.00,5.00,3.00,4.00,12.00
"Brown","Adrian","brownad01",27,2001,0.73,397.00,350.00,61.00,103.00,16.00,3.00,7.00,34.00,10.00,2.00,39.00,50.00,2.00,1.00,5.00,2.00,5.00
"Brown","Brant","brownbr01",30,2001,0.75,326.00,295.00,41.00,72.00,15.00,3.00,12.00,43.00,4.00,3.00,26.00,86.00,2.00,2.00,1.00,2.00,4.00
"Brown","Dee","brownde02",23,2001,0.18,217.00,191.00,29.00,49.00,10.00,1.00,6.00,27.00,3.00,1.00,22.00,38.00,1.00,2.00,1.00,1.00,4.00
"Brown","Emil","brownem01",27,2001,0.42,269.00,238.00,31.00,61.00,12.00,1.00,7.00,32.00,4.00,2.00,23.00,52.00,1.00,4.00,2.00,2.00,5.00
"Brown","Kevin","brownke04",28,2001,0.30,210.00,184.00,29.00,51.00,13.00,1.00,5.00,26.00,2.00,1.00,19.00,39.00,1.00,2.00,2.00,3.00,3.00
"Brown","Roosevelt","brownro01",26,2001,0.39,256.00,230.00,32.00,67.00,16.00,1.00,7.00,35.00,3.00,2.00,19.00,46.00,1.00,2.00,2.00,3.00,4.00
"Brumfield","Jacob","brumfja01",36,2001,0.41,221.00,195.00,29.00,50.00,9.00,2.00,5.00,25.00,2.00,2.00,21.00,41.00,1.00,1.00,2.00,2.00,4.00
"Buchanan","Brian","buchabr01",28,2001,0.28,246.00,217.00,31.00,57.00,11.00,1.00,6.00,29.00,3.00,3.00,23.00,44.00,1.00,2.00,1.00,3.00,6.00
"Buford","Damon","buforda01",31,2001,0.80,510.00,456.00,64.00,117.00,21.00,4.00,14.00,57.00,7.00,5.00,43.00,103.00,2.00,5.00,3.00,3.00,9.00
"Buhner","Jay","buhneja01",37,2001,0.78,449.00,377.00,52.00,91.00,18.00,1.00,22.00,68.00,1.00,1.00,64.00,106.00,2.00,4.00,1.00,3.00,9.00
"Burkhart","Morgan","burkhmo01",29,2001,0.28,248.00,211.00,36.00,58.00,11.00,1.00,8.00,36.00,3.00,1.00,30.00,47.00,2.00,4.00,1.00,2.00,4.00
"Burks","Ellis","burksel01",37,2001,0.83,476.00,407.00,70.00,121.00,21.00,3.00,23.00,83.00,6.00,4.00,57.00,76.00,3.00,4.00,2.00,6.00,11.00
"Burnitz","Jeromy","burnije01",32,2001,0.87,601.00,503.00,83.00,127.00,28.00,2.00,30.00,96.00,6.00,3.00,80.00,118.00,7.00,10.00,1.00,7.00,11.00
"Burrell","Pat","burrepa01",25,2001,0.66,437.00,378.00,56.00,103.00,24.00,1.00,16.00,69.00,2.00,1.00,54.00,106.00,2.00,2.00,1.00,2.00,6.00
"Bush","Homer","bushho01",29,2001,0.77,415.00,378.00,55.00,105.00,17.00,2.00,5.00,39.00,16.00,5.00,25.00,71.00,1.00,5.00,5.00,2.00,9.00
"Butler","Rich","butleri01",28,2001,0.40,202.00,179.00,25.00,46.00,7.00,2.00,6.00,22.00,3.00,1.00,18.00,32.00,1.00,2.00,1.00,2.00,4.00
"Butler","Rob","butlero01",31,2001,0.03,201.00,177.00,27.00,48.00,9.00,1.00,6.00,25.00,3.00,1.00,19.00,31.00,1.00,2.00,1.00,2.00,4.00
"Byrnes","Eric","byrneer01",25,2001,0.04,206.00,180.00,31.00,51.00,10.00,1.00,6.00,26.00,5.00,2.00,20.00,31.00,1.00,3.00,1.00,2.00,4.00
"Cabrera","Alex","cabreal02",30,2001,0.27,244.00,218.00,31.00,59.00,10.00,2.00,9.00,33.00,3.00,1.00,20.00,44.00,1.00,2.00,1.00,3.00,6.00
"Cabrera","Jolbert","cabrejo02",29,2001,0.48,297.00,270.00,41.00,70.00,10.00,1.00,6.00,29.00,8.00,4.00,21.00,39.00,1.00,3.00,1.00,2.00,4.00
"Cabrera","Orlando","cabreor01",27,2001,0.80,468.00,430.00,58.00,111.00,26.00,4.00,12.00,52.00,5.00,3.00,30.00,44.00,3.00,2.00,4.00,2.00,11.00
"Cairo","Miguel","cairomi01",27,2001,0.83,459.00,416.00,54.00,116.00,19.00,3.00,5.00,41.00,18.00,6.00,29.00,44.00,1.00,4.00,6.00,4.00,9.00
"Cameron","Mike","camermi01",28,2001,0.86,585.00,501.00,84.00,129.00,27.00,6.00,17.00,67.00,24.00,8.00,68.00,122.00,1.00,7.00,5.00,4.00,8.00
"Caminiti","Ken","caminke01",38,2001,0.78,359.00,302.00,54.00,82.00,17.00,1.00,17.00,56.00,5.00,1.00,49.00,63.00,5.00,3.00,0.00,5.00,7.00
"Cancel","Robinson","cancero01",25,2001,0.14,205.00,181.00,27.00,49.00,10.00,1.00,6.00,26.00,3.00,1.00,19.00,34.00,1.00,2.00,2.00,1.00,4.00
"Cangelosi","John","cangejo01",38,2001,0.35,201.00,174.00,23.00,45.00,9.00,1.00,4.00,20.00,3.00,2.00,23.00,31.00,1.00,1.00,2.00,1.00,5.00
"Canizaro","Jay","canizja01",28,2001,0.62,387.00,353.00,49.00,98.00,21.00,1.00,9.00,48.00,5.00,2.00,30.00,60.00,1.00,2.00,1.00,1.00,8.00
"Canseco","Jose","cansejo01",37,2001,0.83,451.00,387.00,62.00,98.00,18.00,1.00,25.00,69.00,7.00,4.00,55.00,110.00,3.00,5.00,0.00,4.00,9.00
"Cardona","Javier","cardoja01",26,2001,0.15,221.00,197.00,26.00,52.00,10.00,1.00,7.00,26.00,3.00,1.00,19.00,36.00,1.00,2.00,1.00,2.00,5.00
"Carpenter","Bubba","carpebu01",33,2001,0.11,216.00,189.00,28.00,50.00,9.00,1.00,8.00,28.00,3.00,1.00,22.00,41.00,1.00,2.00,1.00,2.00,4.00
"Carter","Joe","cartejo01",41,2001,0.51,200.00,181.00,25.00,47.00,10.00,1.00,8.00,28.00,2.00,1.00,15.00,31.00,2.00,1.00,1.00,2.00,4.00
"Caruso","Mike","carusmi01",24,2001,0.77,256.00,236.00,34.00,67.00,8.00,2.00,3.00,24.00,6.00,4.00,13.00,22.00,0.00,2.00,4.00,1.00,4.00
"Casanova","Raul","casanra01",29,2001,0.55,332.00,291.00,34.00,74.00,16.00,3.00,9.00,43.00,3.00,2.00,33.00,57.00,2.00,4.00,2.00,2.00,6.00
"Casey","Sean","caseyse01",27,2001,0.84,539.00,473.00,76.00,148.00,33.00,2.00,19.00,82.00,2.00,1.00,55.00,75.00,7.00,6.00,0.00,5.00,14.00
"Casimiro","Carlos","casimca01",25,2001,0.03,204.00,179.00,27.00,50.00,10.00,1.00,6.00,28.00,3.00,1.00,20.00,32.00,1.00,2.00,1.00,2.00,4.00
"Castillo","Alberto","castial01",31,2001,0.68,334.00,292.00,32.00,72.00,12.00,1.00,6.00,34.00,2.00,1.00,31.00,56.00,1.00,2.00,5.00,4.00,6.00
"Castillo","Luis","castilu01",26,2001,0.83,569.00,491.00,85.00,152.00,20.00,4.00,4.00,31.00,41.00,14.00,69.00,83.00,1.00,1.00,6.00,2.00,8.00
"Castilla","Vinny","castivi02",34,2001,0.85,444.00,406.00,53.00,110.00,16.00,2.00,20.00,69.00,2.00,3.00,30.00,56.00,4.00,3.00,0.00,5.00,12.00
"Castro","Juan","castrju01",29,2001,0.62,322.00,289.00,35.00,70.00,14.00,2.00,7.00,32.00,2.00,2.00,24.00,48.00,1.00,1.00,5.00,3.00,9.00
"Castro","Ramon","castrra01",25,2001,0.48,286.00,250.00,29.00,64.00,12.00,1.00,7.00,30.00,2.00,1.00,30.00,52.00,7.00,2.00,1.00,3.00,4.00
"Catalanotto","Frank","catalfr01",27,2001,0.75,394.00,348.00,56.00,99.00,20.00,2.00,13.00,49.00,5.00,3.00,32.00,55.00,1.00,7.00,2.00,5.00,7.00
"Cedeno","Domingo","cedendo01",33,2001,0.44,212.00,190.00,25.00,47.00,11.00,1.00,5.00,27.00,3.00,2.00,19.00,41.00,1.00,1.00,1.00,1.00,5.00
"Cedeno","Roger","cedenro01",27,2001,0.79,405.00,348.00,66.00,101.00,14.00,4.00,7.00,35.00,29.00,9.00,49.00,71.00,2.00,2.00,4.00,2.00,6.00
"Charles","Frank","charlfr01",32,2001,0.03,204.00,180.00,27.00,50.00,10.00,1.00,6.00,27.00,3.00,1.00,19.00,34.00,1.00,2.00,1.00,2.00,4.00
"Chavez","Eric","chaveer01",24,2001,0.79,525.00,462.00,76.00,128.00,25.00,3.00,21.00,75.00,3.00,2.00,58.00,79.00,6.00,1.00,1.00,3.00,9.00
"Chavez","Raul","chavera01",28,2001,0.17,224.00,198.00,28.00,54.00,11.00,1.00,7.00,28.00,3.00,1.00,21.00,34.00,3.00,2.00,1.00,2.00,8.00
"Christensen","McKay","chrismc01",26,2001,0.23,217.00,190.00,32.00,50.00,9.00,1.00,6.00,26.00,4.00,2.00,21.00,34.00,1.00,2.00,1.00,3.00,4.00
"Christenson","Ryan","chrisry01",27,2001,0.73,308.00,263.00,46.00,66.00,13.00,2.00,6.00,32.00,4.00,3.00,34.00,61.00,1.00,2.00,6.00,3.00,4.00
"Cianfrocco","Archi","cianfar01",35,2001,0.17,200.00,177.00,24.00,43.00,9.00,1.00,5.00,23.00,3.00,1.00,18.00,36.00,1.00,2.00,2.00,1.00,5.00
"Cirillo","Jeff","cirilje01",32,2001,0.87,612.00,533.00,91.00,169.00,36.00,2.00,13.00,83.00,5.00,3.00,65.00,74.00,4.00,5.00,2.00,7.00,17.00
"Clapinski","Chris","clapich01",30,2001,0.31,234.00,205.00,33.00,56.00,11.00,3.00,6.00,26.00,3.00,1.00,24.00,37.00,1.00,2.00,2.00,1.00,5.00
