"nameLast","nameFirst","playerID","Age","year","reliability","mPA","mAB","mR","mH","m2B","m3B","mHR","mRBI","mSB","mCS","mBB","mSO","mIBB","mHBP","mSH","mSF","mGIDP"
"Bonilla","Bobby","bonilbo01",39,2002,0.68,327.00,288.00,30.00,65.00,14.00,2.00,8.00,35.00,2.00,2.00,34.00,67.00,3.00,2.00,1.00,2.00,6.00
"Boone","Aaron","booneaa01",29,2002,0.81,447.00,400.00,54.00,112.00,24.00,2.00,14.00,59.00,9.00,3.00,30.00,74.00,2.00,9.00,3.00,5.00,8.00
"Boone","Bret","boonebr01",33,2002,0.86,598.00,539.00,85.00,150.00,29.00,2.00,24.00,88.00,8.00,5.00,41.00,105.00,5.00,7.00,4.00,7.00,11.00
"Borders","Pat","bordepa01",39,2002,0.10,204.00,183.00,24.00,48.00,9.00,1.00,6.00,24.00,3.00,2.00,16.00,35.00,1.00,2.00,2.00,1.00,4.00
"Bordick","Mike","bordimi01",37,2002,0.83,393.00,355.00,49.00,93.00,19.00,2.00,10.00,44.00,8.00,3.00,27.00,63.00,1.00,4.00,3.00,4.00,10.00
"Bournigal","Rafael","bournra01",36,2002,0.21,200.00,177.00,25.00,47.00,9.00,1.00,5.00,24.00,3.00,1.00,16.00,30.00,1.00,2.00,3.00,2.00,5.00
"Bradley","Milton","bradlmi01",24,2002,0.62,348.00,314.00,38.00,77.00,20.00,3.00,5.00,33.00,8.00,4.00,29.00,70.00,1.00,2.00,2.00,1.00,7.00
"Bragg","Darren","braggda01",33,2002,0.62,250.00,220.00,27.00,55.00,12.00,1.00,5.00,25.00,5.00,2.00,24.00,56.00,1.00,2.00,2.00,2.00,4.00
"Branson","Jeff","bransje01",35,2002,0.13,212.00,192.00,27.00,50.00,9.00,1.00,5.00,22.00,3.00,1.00,16.00,39.00,1.00,2.00,1.00,1.00,4.00
"Branyan","Russ","branyru01",27,2002,0.70,402.00,354.00,53.00,87.00,17.00,2.00,20.00,58.00,3.00,1.00,38.00,123.00,2.00,5.00,1.00,4.00,4.00
"Brock","Tarrik","brockta01",29,2002,0.05,202.00,179.00,25.00,47.00,9.00,1.00,6.00,23.00,4.00,2.00,19.00,35.00,1.00,2.00,1.00,1.00,4.00
"Brogna","Rico","brognri01",32,2002,0.77,331.00,303.00,36.00,78.00,17.00,1.00,8.00,40.00,4.00,2.00,23.00,67.00,3.00,2.00,1.00,2.00,9.00
"Brosius","Scott","brosisc01",36,2002,0.83,491.00,442.00,55.00,111.00,23.00,1.00,14.00,56.00,4.00,2.00,36.00,80.00,2.00,5.00,3.00,5.00,12.00
"Brown","Adrian","brownad01",28,2002,0.66,251.00,225.00,36.00,63.00,10.00,2.00,5.00,22.00,7.00,2.00,22.00,34.00,2.00,1.00,2.00,1.00,3.00
"Brown","Brant","brownbr01",31,2002,0.60,218.00,198.00,24.00,45.00,11.00,1.00,7.00,27.00,3.00,2.00,15.00,60.00,1.00,2.00,1.00,2.00,3.00
"Brown","Dee","brownde02",24,2002,0.65,406.00,373.00,45.00,94.00,19.00,1.00,9.00,44.00,6.00,3.00,28.00,77.00,4.00,2.00,1.00,2.00,10.00
"Brown","Emil","brownem01",28,2002,0.53,291.00,259.00,35.00,60.00,12.00,1.00,7.00,31.00,11.00,4.00,25.00,68.00,2.00,4.00,1.00,2.00,5.00
"Brown","Kevin","brownke04",29,2002,0.22,225.00,203.00,30.00,53.00,11.00,2.00,8.00,31.00,3.00,1.00,17.00,48.00,1.00,3.00,1.00,1.00,4.00
"Brown","Roosevelt","brownro01",27,2002,0.47,256.00,230.00,31.00,65.00,16.00,2.00,8.00,38.00,3.00,1.00,18.00,45.00,1.00,3.00,2.00,3.00,5.00
"Brumbaugh","Cliff","brumbcl01",28,2002,0.17,224.00,201.00,28.00,52.00,11.00,1.00,6.00,26.00,3.00,2.00,19.00,42.00,1.00,2.00,1.00,1.00,6.00
"Brumfield","Jacob","brumfja01",37,2002,0.35,200.00,179.00,25.00,45.00,9.00,2.00,4.00,22.00,2.00,2.00,16.00,38.00,1.00,1.00,2.00,2.00,3.00
"Buchanan","Brian","buchabr01",29,2002,0.55,319.00,285.00,39.00,75.00,16.00,1.00,11.00,40.00,3.00,3.00,27.00,70.00,1.00,3.00,1.00,3.00,5.00
"Buford","Damon","buforda01",32,2002,0.75,300.00,271.00,34.00,65.00,11.00,1.00,8.00,29.00,4.00,3.00,21.00,66.00,1.00,4.00,2.00,2.00,5.00
"Buhner","Jay","buhneja01",38,2002,0.72,270.00,231.00,29.00,54.00,11.00,0.00,12.00,37.00,1.00,1.00,33.00,64.00,1.00,3.00,1.00,2.00,6.00
"Burke","Jamie","burkeja02",31,2002,0.02,202.00,180.00,26.00,48.00,9.00,1.00,6.00,24.00,3.00,2.00,17.00,35.00,2.00,2.00,1.00,2.00,4.00
"Burkhart","Morgan","burkhmo01",30,2002,0.31,226.00,197.00,29.00,51.00,10.00,1.00,7.00,30.00,3.00,1.00,22.00,47.00,2.00,4.00,1.00,2.00,4.00
"Burks","Ellis","burksel01",38,2002,0.83,503.00,435.00,74.00,123.00,24.00,2.00,25.00,81.00,6.00,2.00,56.00,82.00,3.00,5.00,0.00,7.00,13.00
"Burnitz","Jeromy","burnije01",33,2002,0.87,594.00,507.00,83.00,123.00,29.00,3.00,28.00,86.00,4.00,4.00,72.00,125.00,8.00,10.00,0.00,5.00,10.00
"Burrell","Pat","burrepa01",26,2002,0.81,556.00,486.00,66.00,128.00,28.00,2.00,22.00,81.00,3.00,1.00,62.00,141.00,5.00,4.00,1.00,3.00,9.00
"Bush","Homer","bushho01",30,2002,0.78,378.00,347.00,45.00,96.00,15.00,2.00,5.00,34.00,15.00,5.00,18.00,66.00,1.00,6.00,4.00,3.00,7.00
"Butler","Brent","butlebr02",24,2002,0.35,266.00,238.00,35.00,64.00,14.00,2.00,6.00,32.00,4.00,2.00,20.00,33.00,1.00,3.00,2.00,3.00,6.00
"Butler","Rich","butleri01",29,2002,0.05,200.00,179.00,25.00,47.00,10.00,1.00,6.00,23.00,3.00,1.00,17.00,34.00,1.00,2.00,1.00,1.00,4.00
"Butler","Rob","butlero01",32,2002,0.02,200.00,177.00,25.00,47.00,9.00,1.00,6.00,24.00,3.00,2.00,17.00,33.00,1.00,3.00,1.00,2.00,4.00
"Byrnes","Eric","byrneer01",26,2002,0.18,223.00,199.00,34.00,53.00,10.00,1.00,8.00,26.00,5.00,2.00,19.00,35.00,1.00,3.00,1.00,1.00,4.00
"Cabrera","Alex","cabreal02",31,2002,0.22,209.00,188.00,25.00,50.00,9.00,1.00,7.00,27.00,3.00,1.00,16.00,39.00,1.00,2.00,1.00,2.00,5.00
"Cabrera","Jolbert","cabrejo02",30,2002,0.67,375.00,343.00,54.00,88.00,16.00,3.00,5.00,40.00,11.00,5.00,22.00,52.00,1.00,6.00,2.00,2.00,5.00
"Cabrera","Orlando","cabreor01",28,2002,0.84,587.00,540.00,61.00,141.00,33.00,4.00,14.00,73.00,11.00,5.00,35.00,54.00,5.00,4.00,4.00,4.00,13.00
"Cairo","Miguel","cairomi01",28,2002,0.77,333.00,298.00,40.00,83.00,14.00,2.00,4.00,29.00,13.00,4.00,23.00,38.00,1.00,3.00,6.00,3.00,7.00
"Cameron","Mike","camermi01",29,2002,0.86,581.00,500.00,84.00,131.00,28.00,5.00,20.00,77.00,26.00,7.00,62.00,132.00,2.00,8.00,4.00,7.00,9.00
"Caminiti","Ken","caminke01",39,2002,0.77,427.00,372.00,49.00,93.00,18.00,1.00,17.00,54.00,4.00,2.00,47.00,82.00,6.00,3.00,1.00,4.00,9.00
"Cancel","Robinson","cancero01",26,2002,0.11,200.00,179.00,25.00,47.00,10.00,1.00,5.00,24.00,3.00,1.00,17.00,35.00,1.00,2.00,1.00,1.00,3.00
"Cangelosi","John","cangejo01",39,2002,0.01,200.00,178.00,24.00,46.00,10.00,1.00,6.00,23.00,3.00,2.00,17.00,36.00,1.00,2.00,1.00,2.00,4.00
"Canizaro","Jay","canizja01",29,2002,0.56,237.00,217.00,28.00,59.00,13.00,1.00,6.00,28.00,4.00,2.00,17.00,39.00,1.00,1.00,1.00,1.00,5.00
"Canseco","Jose","cansejo01",38,2002,0.79,393.00,339.00,51.00,85.00,15.00,1.00,18.00,55.00,3.00,1.00,46.00,99.00,2.00,4.00,0.00,4.00,8.00
"Cardona","Javier","cardoja01",27,2002,0.36,255.00,232.00,28.00,60.00,14.00,1.00,6.00,28.00,3.00,2.00,16.00,40.00,1.00,3.00,2.00,2.00,5.00
"Carpenter","Bubba","carpebu01",34,2002,0.09,203.00,181.00,25.00,47.00,9.00,1.00,7.00,25.00,3.00,1.00,18.00,40.00,1.00,2.00,1.00,1.00,4.00
"Caruso","Mike","carusmi01",25,2002,0.59,200.00,183.00,23.00,48.00,6.00,1.00,3.00,17.00,4.00,3.00,11.00,21.00,1.00,2.00,3.00,1.00,3.00
"Casanova","Raul","casanra01",30,2002,0.64,330.00,296.00,33.00,76.00,16.00,2.00,11.00,44.00,2.00,2.00,26.00,55.00,2.00,4.00,1.00,3.00,6.00
"Casey","Sean","caseyse01",28,2002,0.86,548.00,492.00,70.00,151.00,34.00,2.00,17.00,79.00,3.00,1.00,44.00,74.00,8.00,8.00,0.00,4.00,14.00
"Casimiro","Carlos","casimca01",26,2002,0.03,201.00,179.00,25.00,48.00,10.00,1.00,6.00,26.00,3.00,1.00,17.00,34.00,2.00,2.00,1.00,2.00,4.00
"Castillo","Alberto","castial01",32,2002,0.67,294.00,261.00,25.00,61.00,10.00,0.00,5.00,25.00,2.00,1.00,22.00,54.00,1.00,3.00,5.00,3.00,5.00
"Castillo","Luis","castilu01",27,2002,0.86,569.00,499.00,77.00,145.00,19.00,5.00,4.00,35.00,40.00,15.00,61.00,85.00,1.00,1.00,6.00,2.00,7.00
"Castilla","Vinny","castivi02",35,2002,0.84,526.00,485.00,56.00,121.00,23.00,1.00,19.00,72.00,2.00,3.00,32.00,82.00,4.00,4.00,0.00,5.00,15.00
"Castro","Juan","castrju01",30,2002,0.66,355.00,325.00,37.00,78.00,16.00,1.00,7.00,30.00,2.00,2.00,22.00,61.00,2.00,1.00,4.00,3.00,11.00
"Castro","Ramon","castrra01",26,2002,0.43,222.00,197.00,21.00,49.00,9.00,1.00,5.00,23.00,2.00,1.00,20.00,41.00,6.00,2.00,1.00,2.00,3.00
"Catalanotto","Frank","catalfr01",28,2002,0.80,489.00,438.00,71.00,132.00,26.00,3.00,13.00,55.00,11.00,4.00,37.00,63.00,2.00,9.00,2.00,3.00,7.00
"Cedeno","Domingo","cedendo01",34,2002,0.23,200.00,180.00,22.00,43.00,10.00,1.00,6.00,23.00,3.00,2.00,16.00,39.00,1.00,2.00,1.00,1.00,4.00
"Cedeno","Roger","cedenro01",28,2002,0.82,516.00,459.00,76.00,133.00,16.00,7.00,8.00,44.00,45.00,13.00,46.00,85.00,2.00,3.00,5.00,3.00,6.00
"Charles","Frank","charlfr01",33,2002,0.02,201.00,179.00,25.00,48.00,10.00,1.00,6.00,25.00,3.00,2.00,17.00,35.00,1.00,2.00,1.00,2.00,4.00
"Chavez","Endy","chaveen01",24,2002,0.25,240.00,218.00,27.00,57.00,10.00,1.00,6.00,26.00,3.00,3.00,18.00,35.00,1.00,2.00,1.00,1.00,6.00
"Chavez","Eric","chaveer01",25,2002,0.84,559.00,502.00,80.00,140.00,32.00,2.00,25.00,88.00,5.00,2.00,49.00,90.00,8.00,3.00,0.00,5.00,8.00
"Chavez","Raul","chavera01",29,2002,0.14,205.00,183.00,24.00,49.00,10.00,1.00,6.00,24.00,3.00,1.00,17.00,34.00,3.00,2.00,1.00,2.00,6.00
"Christensen","McKay","chrismc01",27,2002,0.32,232.00,206.00,31.00,55.00,9.00,1.00,6.00,27.00,6.00,3.00,18.00,40.00,1.00,5.00,1.00,2.00,3.00
"Christenson","Ryan","chrisry01",28,2002,0.57,220.00,190.00,32.00,46.00,8.00,1.00,5.00,23.00,4.00,2.00,22.00,42.00,1.00,2.00,4.00,2.00,4.00
"Cintron","Alex","cintral01",24,2002,0.03,204.00,181.00,26.00,50.00,10.00,2.00,6.00,25.00,3.00,1.00,18.00,32.00,2.00,2.00,1.00,2.00,4.00
