system,year,mlbam_id,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
Marcel,2007,,,198.0,28.0,52.0,11.0,1.0,8.0,31.0,1.0,1.0,15.0,47.0,1.0,3.0,0.0,2.0,5.0
Marcel,2007,,,309.0,42.0,77.0,16.0,3.0,10.0,39.0,4.0,2.0,23.0,66.0,1.0,1.0,1.0,2.0,10.0
Marcel,2007,,,447.0,58.0,124.0,24.0,1.0,14.0,62.0,17.0,3.0,34.0,76.0,3.0,5.0,3.0,5.0,14.0
Marcel,2007,,,243.0,26.0,59.0,14.0,0.0,6.0,31.0,1.0,1.0,19.0,34.0,2.0,3.0,1.0,3.0,8.0
Marcel,2007,,,221.0,30.0,60.0,12.0,1.0,6.0,27.0,2.0,1.0,14.0,34.0,1.0,2.0,2.0,2.0,6.0
Marcel,2007,,,416.0,44.0,109.0,21.0,1.0,19.0,61.0,1.0,1.0,43.0,73.0,6.0,3.0,0.0,2.0,12.0
Marcel,2007,,,180.0,27.0,46.0,10.0,1.0,7.0,27.0,2.0,1.0,19.0,44.0,1.0,1.0,1.0,2.0,5.0
Marcel,2007,,,221.0,32.0,60.0,13.0,1.0,9.0,31.0,3.0,2.0,18.0,45.0,1.0,3.0,1.0,1.0,5.0
Marcel,2007,,,593.0,83.0,175.0,23.0,11.0,4.0,44.0,45.0,16.0,36.0,43.0,1.0,7.0,9.0,2.0,8.0
Marcel,2007,,,482.0,61.0,133.0,24.0,1.0,16.0,65.0,2.0,1.0,25.0,64.0,5.0,10.0,2.0,2.0,15.0
Marcel,2007,,,494.0,75.0,132.0,25.0,4.0,6.0,38.0,44.0,15.0,47.0,84.0,1.0,4.0,5.0,3.0,7.0
Marcel,2007,,,459.0,67.0,139.0,21.0,1.0,10.0,53.0,4.0,3.0,27.0,37.0,1.0,8.0,5.0,4.0,14.0
Marcel,2007,,,178.0,24.0,46.0,10.0,1.0,6.0,24.0,3.0,1.0,17.0,34.0,1.0,2.0,1.0,2.0,5.0
Marcel,2007,,,180.0,25.0,50.0,9.0,1.0,6.0,23.0,3.0,1.0,16.0,36.0,1.0,2.0,1.0,1.0,5.0
Marcel,2007,,,452.0,65.0,121.0,26.0,1.0,20.0,77.0,3.0,1.0,64.0,93.0,3.0,7.0,0.0,4.0,13.0
Marcel,2007,,,198.0,27.0,56.0,10.0,2.0,6.0,31.0,3.0,1.0,20.0,35.0,1.0,2.0,3.0,1.0,5.0
Marcel,2007,,,264.0,31.0,64.0,11.0,1.0,8.0,35.0,2.0,1.0,26.0,70.0,3.0,2.0,1.0,3.0,7.0
Marcel,2007,,,196.0,29.0,49.0,11.0,1.0,6.0,23.0,3.0,1.0,18.0,42.0,1.0,2.0,1.0,1.0,5.0
Marcel,2007,,,178.0,25.0,48.0,10.0,1.0,6.0,24.0,3.0,2.0,17.0,34.0,1.0,2.0,1.0,2.0,4.0
Marcel,2007,,,177.0,25.0,47.0,10.0,1.0,6.0,24.0,3.0,1.0,17.0,33.0,2.0,2.0,2.0,2.0,4.0
Marcel,2007,,,499.0,109.0,165.0,34.0,2.0,38.0,109.0,9.0,3.0,78.0,54.0,20.0,6.0,0.0,4.0,17.0
Marcel,2007,,,448.0,65.0,121.0,20.0,5.0,5.0,44.0,15.0,6.0,45.0,81.0,1.0,1.0,7.0,5.0,9.0
Marcel,2007,,,260.0,38.0,71.0,18.0,3.0,11.0,43.0,3.0,1.0,25.0,49.0,3.0,7.0,2.0,2.0,7.0
Marcel,2007,,,310.0,41.0,91.0,18.0,1.0,11.0,41.0,4.0,2.0,20.0,50.0,1.0,3.0,1.0,2.0,7.0
Marcel,2007,,,197.0,26.0,52.0,10.0,1.0,6.0,27.0,2.0,2.0,16.0,36.0,2.0,1.0,2.0,1.0,8.0
Marcel,2007,,,208.0,28.0,53.0,8.0,2.0,4.0,23.0,4.0,2.0,19.0,35.0,2.0,1.0,4.0,1.0,5.0
Marcel,2007,,,183.0,23.0,48.0,10.0,1.0,5.0,25.0,3.0,1.0,16.0,37.0,1.0,3.0,1.0,2.0,4.0
Marcel,2007,,,204.0,30.0,56.0,10.0,1.0,8.0,28.0,3.0,2.0,18.0,39.0,1.0,2.0,1.0,1.0,6.0
Marcel,2007,,,178.0,26.0,49.0,10.0,1.0,6.0,25.0,3.0,1.0,17.0,33.0,2.0,2.0,1.0,2.0,4.0
Marcel,2007,,,179.0,26.0,48.0,10.0,1.0,6.0,24.0,3.0,1.0,17.0,37.0,1.0,2.0,1.0,1.0,4.0
Marcel,2007,,,180.0,26.0,49.0,10.0,1.0,5.0,22.0,5.0,2.0,15.0,32.0,1.0,2.0,2.0,1.0,4.0
Marcel,2007,,,525.0,85.0,157.0,33.0,2.0,32.0,100.0,2.0,2.0,45.0,65.0,5.0,6.0,0.0,5.0,17.0
Marcel,2007,,,494.0,90.0,147.0,35.0,7.0,14.0,53.0,33.0,9.0,46.0,96.0,1.0,4.0,4.0,2.0,7.0
Marcel,2007,,,178.0,27.0,49.0,10.0,1.0,6.0,25.0,3.0,1.0,17.0,33.0,2.0,2.0,1.0,2.0,4.0
Marcel,2007,,,460.0,84.0,137.0,28.0,1.0,33.0,103.0,2.0,2.0,73.0,101.0,11.0,5.0,0.0,6.0,15.0
Marcel,2007,,,338.0,43.0,92.0,23.0,1.0,9.0,42.0,1.0,1.0,28.0,53.0,2.0,3.0,1.0,4.0,10.0
Marcel,2007,,,178.0,27.0,48.0,11.0,1.0,5.0,25.0,3.0,2.0,17.0,36.0,1.0,2.0,2.0,1.0,4.0
Marcel,2007,,,217.0,26.0,59.0,9.0,2.0,4.0,22.0,5.0,2.0,13.0,25.0,1.0,1.0,1.0,2.0,4.0
Marcel,2007,,,285.0,32.0,83.0,18.0,1.0,4.0,38.0,2.0,1.0,16.0,38.0,1.0,6.0,2.0,2.0,12.0
Marcel,2007,,,199.0,29.0,49.0,9.0,1.0,6.0,23.0,5.0,2.0,18.0,38.0,2.0,3.0,3.0,1.0,5.0
Marcel,2007,,,332.0,46.0,87.0,19.0,4.0,6.0,35.0,7.0,5.0,30.0,51.0,2.0,3.0,2.0,2.0,7.0
Marcel,2007,,,179.0,26.0,49.0,10.0,1.0,6.0,25.0,3.0,1.0,18.0,33.0,2.0,2.0,1.0,1.0,4.0
Marcel,2007,,,184.0,27.0,51.0,10.0,1.0,6.0,25.0,4.0,1.0,18.0,33.0,2.0,3.0,1.0,1.0,4.0
Marcel,2007,,,181.0,25.0,45.0,8.0,1.0,4.0,23.0,4.0,1.0,15.0,38.0,1.0,1.0,2.0,1.0,4.0
Marcel,2007,,,199.0,25.0,47.0,10.0,1.0,4.0,20.0,3.0,2.0,19.0,35.0,2.0,3.0,1.0,2.0,4.0
Marcel,2007,,,544.0,86.0,154.0,34.0,2.0,11.0,65.0,13.0,6.0,49.0,85.0,2.0,3.0,5.0,5.0,14.0
Marcel,2007,,,273.0,43.0,69.0,14.0,2.0,8.0,34.0,9.0,3.0,24.0,61.0,2.0,5.0,2.0,1.0,6.0
Marcel,2007,,,197.0,28.0,51.0,11.0,1.0,6.0,23.0,2.0,1.0,19.0,42.0,1.0,1.0,1.0,1.0,5.0
Marcel,2007,,,580.0,99.0,170.0,28.0,13.0,13.0,65.0,51.0,12.0,38.0,74.0,3.0,2.0,3.0,2.0,6.0
Marcel,2007,,,179.0,26.0,51.0,10.0,1.0,6.0,27.0,3.0,1.0,18.0,34.0,2.0,2.0,1.0,2.0,4.0
Marcel,2007,,,179.0,24.0,46.0,9.0,1.0,5.0,21.0,3.0,1.0,17.0,35.0,2.0,2.0,1.0,1.0,4.0
Marcel,2007,,,192.0,27.0,51.0,10.0,1.0,6.0,24.0,3.0,1.0,20.0,36.0,1.0,2.0,1.0,1.0,5.0
Marcel,2007,,,180.0,24.0,47.0,10.0,1.0,5.0,23.0,3.0,1.0,16.0,35.0,1.0,2.0,1.0,1.0,5.0
Marcel,2007,,,455.0,68.0,133.0,28.0,6.0,12.0,64.0,14.0,6.0,35.0,90.0,1.0,4.0,1.0,6.0,12.0
Marcel,2007,,,197.0,28.0,53.0,10.0,2.0,5.0,23.0,6.0,1.0,13.0,32.0,1.0,2.0,1.0,2.0,4.0
Marcel,2007,,,179.0,25.0,48.0,10.0,1.0,6.0,24.0,3.0,1.0,17.0,33.0,2.0,2.0,1.0,1.0,4.0
Marcel,2007,,,442.0,61.0,131.0,25.0,1.0,19.0,73.0,3.0,5.0,35.0,60.0,2.0,4.0,1.0,3.0,14.0
Marcel,2007,,,249.0,33.0,67.0,15.0,1.0,9.0,37.0,3.0,1.0,21.0,42.0,5.0,4.0,2.0,3.0,6.0
Marcel,2007,,,235.0,28.0,61.0,13.0,1.0,7.0,26.0,3.0,1.0,17.0,50.0,1.0,2.0,3.0,1.0,5.0
Marcel,2007,,,511.0,81.0,149.0,36.0,4.0,11.0,56.0,26.0,8.0,55.0,73.0,3.0,2.0,6.0,4.0,9.0
Marcel,2007,,,200.0,31.0,53.0,9.0,2.0,6.0,24.0,5.0,1.0,16.0,38.0,1.0,3.0,2.0,1.0,4.0
Marcel,2007,,,464.0,75.0,128.0,20.0,10.0,7.0,47.0,36.0,7.0,51.0,68.0,2.0,4.0,7.0,5.0,8.0
Marcel,2007,,,185.0,26.0,49.0,10.0,1.0,7.0,25.0,3.0,1.0,18.0,35.0,2.0,2.0,1.0,1.0,5.0
Marcel,2007,,,213.0,32.0,58.0,10.0,1.0,4.0,23.0,7.0,3.0,15.0,33.0,1.0,2.0,2.0,2.0,4.0
Marcel,2007,,,233.0,32.0,62.0,11.0,1.0,5.0,25.0,2.0,3.0,22.0,31.0,1.0,2.0,1.0,1.0,5.0
Marcel,2007,,,521.0,100.0,154.0,24.0,1.0,33.0,102.0,17.0,4.0,74.0,119.0,7.0,9.0,0.0,4.0,14.0
Marcel,2007,,,507.0,70.0,148.0,29.0,4.0,14.0,65.0,7.0,3.0,27.0,89.0,4.0,2.0,2.0,4.0,16.0
Marcel,2007,,,283.0,41.0,82.0,16.0,2.0,7.0,37.0,3.0,1.0,31.0,66.0,3.0,4.0,2.0,4.0,8.0
Marcel,2007,,,250.0,32.0,67.0,13.0,2.0,6.0,28.0,3.0,2.0,27.0,39.0,2.0,2.0,4.0,3.0,6.0
Marcel,2007,,,192.0,28.0,51.0,9.0,1.0,6.0,26.0,3.0,2.0,16.0,34.0,1.0,2.0,1.0,2.0,4.0
Marcel,2007,,,453.0,81.0,130.0,34.0,2.0,20.0,84.0,5.0,3.0,52.0,71.0,5.0,7.0,1.0,6.0,9.0
Marcel,2007,,,594.0,105.0,170.0,37.0,9.0,16.0,65.0,30.0,5.0,48.0,71.0,4.0,4.0,2.0,4.0,9.0
Marcel,2007,,,178.0,24.0,44.0,9.0,1.0,4.0,22.0,3.0,1.0,17.0,38.0,1.0,2.0,1.0,2.0,5.0
Marcel,2007,,,182.0,25.0,48.0,10.0,1.0,6.0,24.0,3.0,1.0,17.0,37.0,1.0,2.0,1.0,1.0,4.0
Marcel,2007,,,188.0,24.0,49.0,10.0,1.0,6.0,23.0,3.0,1.0,17.0,36.0,1.0,2.0,1.0,1.0,6.0
Marcel,2007,,,317.0,42.0,78.0,16.0,2.0,13.0,49.0,3.0,2.0,28.0,70.0,1.0,4.0,1.0,2.0,9.0
Marcel,2007,,,314.0,40.0,77.0,17.0,2.0,16.0,49.0,2.0,1.0,34.0,83.0,5.0,5.0,3.0,6.0,6.0
Marcel,2007,,,186.0,26.0,51.0,11.0,1.0,6.0,25.0,4.0,1.0,18.0,33.0,2.0,2.0,1.0,1.0,4.0
Marcel,2007,,,190.0,27.0,53.0,12.0,1.0,6.0,25.0,4.0,1.0,18.0,34.0,2.0,3.0,1.0,1.0,5.0
Marcel,2007,,,440.0,68.0,122.0,27.0,3.0,14.0,56.0,12.0,4.0,26.0,85.0,2.0,14.0,3.0,3.0,11.0
Marcel,2007,,,213.0,27.0,58.0,10.0,2.0,8.0,30.0,3.0,1.0,19.0,35.0,3.0,3.0,2.0,2.0,6.0
Marcel,2007,,,192.0,23.0,50.0,9.0,1.0,5.0,24.0,3.0,2.0,17.0,37.0,2.0,1.0,2.0,1.0,6.0
Marcel,2007,,,179.0,24.0,47.0,10.0,1.0,6.0,23.0,3.0,1.0,17.0,34.0,1.0,2.0,1.0,1.0,4.0
Marcel,2007,,,180.0,26.0,50.0,10.0,1.0,7.0,25.0,3.0,1.0,17.0,32.0,2.0,2.0,1.0,1.0,4.0
Marcel,2007,,,301.0,43.0,82.0,19.0,1.0,15.0,59.0,1.0,1.0,26.0,68.0,2.0,5.0,1.0,4.0,9.0
Marcel,2007,,,203.0,34.0,57.0,12.0,1.0,6.0,29.0,4.0,1.0,24.0,42.0,3.0,3.0,2.0,2.0,4.0
Marcel,2007,,,285.0,36.0,74.0,12.0,2.0,9.0,36.0,2.0,2.0,30.0,59.0,1.0,3.0,1.0,3.0,8.0
Marcel,2007,,,202.0,30.0,61.0,10.0,1.0,4.0,21.0,8.0,5.0,11.0,35.0,1.0,1.0,4.0,1.0,4.0
Marcel,2007,,,192.0,27.0,53.0,10.0,1.0,6.0,25.0,3.0,1.0,17.0,33.0,2.0,2.0,1.0,2.0,4.0
Marcel,2007,,,517.0,72.0,162.0,38.0,3.0,8.0,64.0,4.0,2.0,33.0,54.0,4.0,6.0,3.0,6.0,10.0
Marcel,2007,,,186.0,22.0,48.0,9.0,1.0,4.0,20.0,2.0,1.0,13.0,27.0,1.0,2.0,2.0,2.0,5.0
Marcel,2007,,,374.0,54.0,95.0,22.0,2.0,17.0,57.0,12.0,5.0,31.0,95.0,3.0,3.0,1.0,3.0,9.0
Marcel,2007,,,198.0,26.0,52.0,10.0,1.0,6.0,26.0,3.0,1.0,19.0,33.0,1.0,2.0,1.0,2.0,6.0
Marcel,2007,,,184.0,21.0,48.0,10.0,1.0,6.0,23.0,2.0,2.0,13.0,34.0,1.0,2.0,2.0,1.0,7.0
Marcel,2007,,,218.0,31.0,55.0,9.0,2.0,5.0,23.0,4.0,1.0,16.0,38.0,1.0,4.0,5.0,1.0,5.0
Marcel,2007,,,181.0,27.0,52.0,10.0,1.0,7.0,26.0,3.0,1.0,18.0,33.0,2.0,2.0,1.0,2.0,4.0
Marcel,2007,,,178.0,25.0,49.0,10.0,1.0,6.0,24.0,3.0,1.0,17.0,33.0,2.0,2.0,1.0,2.0,4.0
Marcel,2007,,,420.0,41.0,111.0,21.0,1.0,9.0,53.0,2.0,1.0,38.0,66.0,9.0,4.0,3.0,3.0,12.0
Marcel,2007,,,208.0,30.0,54.0,10.0,1.0,6.0,24.0,5.0,2.0,20.0,34.0,2.0,2.0,2.0,1.0,4.0
Marcel,2007,,,291.0,40.0,85.0,20.0,5.0,10.0,42.0,4.0,2.0,35.0,60.0,4.0,4.0,1.0,2.0,4.0
Marcel,2007,,,409.0,54.0,107.0,25.0,4.0,8.0,45.0,5.0,1.0,38.0,64.0,1.0,1.0,3.0,3.0,11.0
Marcel,2007,,,190.0,25.0,49.0,10.0,1.0,5.0,24.0,2.0,1.0,17.0,37.0,1.0,1.0,1.0,2.0,4.0
Marcel,2007,,,180.0,25.0,49.0,9.0,1.0,5.0,23.0,3.0,2.0,16.0,35.0,2.0,2.0,1.0,1.0,5.0
Marcel,2007,,,184.0,27.0,48.0,10.0,1.0,6.0,24.0,3.0,1.0,17.0,34.0,1.0,2.0,1.0,1.0,5.0
Marcel,2007,,,523.0,79.0,137.0,33.0,1.0,31.0,99.0,2.0,1.0,66.0,139.0,4.0,4.0,1.0,3.0,14.0
Marcel,2007,,,179.0,25.0,48.0,9.0,1.0,6.0,26.0,3.0,1.0,17.0,34.0,1.0,2.0,2.0,2.0,5.0
Marcel,2007,,,288.0,44.0,82.0,18.0,1.0,9.0,47.0,3.0,1.0,27.0,65.0,2.0,3.0,1.0,1.0,9.0
Marcel,2007,,,305.0,53.0,86.0,14.0,0.0,16.0,58.0,5.0,2.0,38.0,44.0,4.0,4.0,0.0,3.0,8.0
Marcel,2007,,,401.0,60.0,115.0,20.0,3.0,17.0,56.0,2.0,2.0,39.0,97.0,1.0,5.0,1.0,3.0,11.0
Marcel,2007,,,237.0,27.0,61.0,13.0,1.0,7.0,32.0,3.0,1.0,20.0,62.0,1.0,2.0,2.0,1.0,5.0
Marcel,2007,,,181.0,27.0,50.0,11.0,1.0,7.0,26.0,3.0,1.0,17.0,32.0,1.0,2.0,1.0,1.0,4.0
Marcel,2007,,,214.0,25.0,51.0,11.0,1.0,8.0,35.0,2.0,1.0,17.0,44.0,2.0,1.0,0.0,3.0,4.0
Marcel,2007,,,190.0,22.0,46.0,8.0,1.0,5.0,21.0,2.0,1.0,18.0,31.0,3.0,2.0,1.0,1.0,6.0
Marcel,2007,,,185.0,26.0,50.0,11.0,1.0,5.0,27.0,3.0,1.0,18.0,36.0,1.0,2.0,1.0,1.0,4.0
Marcel,2007,,,571.0,107.0,168.0,40.0,9.0,22.0,75.0,18.0,6.0,60.0,122.0,4.0,10.0,2.0,3.0,8.0
Marcel,2007,,,216.0,28.0,57.0,11.0,2.0,7.0,31.0,3.0,2.0,23.0,40.0,2.0,1.0,2.0,2.0,4.0
Marcel,2007,,,235.0,29.0,60.0,9.0,3.0,8.0,29.0,5.0,2.0,17.0,54.0,2.0,3.0,4.0,1.0,3.0
Marcel,2007,,,226.0,33.0,62.0,14.0,2.0,8.0,26.0,4.0,3.0,26.0,53.0,1.0,4.0,5.0,2.0,3.0
Marcel,2007,,,234.0,32.0,65.0,14.0,1.0,5.0,31.0,2.0,0.0,27.0,42.0,1.0,4.0,1.0,2.0,4.0
Marcel,2007,,,300.0,33.0,76.0,15.0,1.0,9.0,40.0,2.0,1.0,36.0,68.0,5.0,3.0,2.0,3.0,6.0
Marcel,2007,,,178.0,25.0,49.0,10.0,1.0,6.0,24.0,3.0,1.0,17.0,33.0,2.0,2.0,1.0,2.0,5.0
Marcel,2007,,,179.0,27.0,48.0,10.0,1.0,6.0,23.0,3.0,1.0,17.0,33.0,1.0,2.0,2.0,1.0,4.0
Marcel,2007,,,575.0,93.0,158.0,35.0,2.0,33.0,88.0,27.0,8.0,44.0,125.0,8.0,8.0,1.0,4.0,6.0
Marcel,2007,,,217.0,27.0,52.0,10.0,1.0,10.0,30.0,1.0,1.0,22.0,52.0,2.0,1.0,0.0,2.0,6.0
Marcel,2007,,,191.0,26.0,52.0,11.0,1.0,6.0,26.0,3.0,1.0,17.0,34.0,2.0,3.0,1.0,1.0,4.0
Marcel,2007,,,180.0,24.0,49.0,10.0,1.0,5.0,24.0,4.0,1.0,15.0,34.0,1.0,2.0,1.0,2.0,3.0
Marcel,2007,,,323.0,42.0,78.0,15.0,3.0,11.0,45.0,3.0,1.0,35.0,68.0,2.0,4.0,1.0,3.0,5.0
Marcel,2007,,,262.0,39.0,74.0,12.0,3.0,8.0,35.0,6.0,2.0,24.0,47.0,1.0,2.0,2.0,3.0,8.0
Marcel,2007,,,203.0,29.0,52.0,12.0,1.0,6.0,24.0,5.0,2.0,21.0,49.0,1.0,3.0,1.0,1.0,4.0
Marcel,2007,,,390.0,49.0,100.0,22.0,1.0,14.0,58.0,2.0,1.0,46.0,83.0,3.0,4.0,0.0,3.0,10.0
Marcel,2007,,,191.0,29.0,50.0,10.0,1.0,6.0,27.0,4.0,2.0,16.0,35.0,1.0,3.0,1.0,1.0,4.0
Marcel,2007,,,182.0,26.0,49.0,10.0,1.0,6.0,25.0,3.0,1.0,17.0,33.0,2.0,2.0,1.0,2.0,4.0
Marcel,2007,,,321.0,41.0,91.0,15.0,2.0,7.0,38.0,5.0,3.0,27.0,44.0,2.0,3.0,1.0,3.0,7.0
Marcel,2007,,,237.0,29.0,60.0,9.0,1.0,8.0,27.0,2.0,1.0,20.0,59.0,3.0,3.0,3.0,1.0,5.0
Marcel,2007,,,180.0,28.0,49.0,9.0,2.0,6.0,24.0,3.0,1.0,17.0,34.0,1.0,2.0,1.0,2.0,4.0
Marcel,2007,,,181.0,23.0,46.0,10.0,1.0,4.0,22.0,2.0,1.0,15.0,31.0,2.0,2.0,1.0,1.0,4.0
Marcel,2007,,,409.0,60.0,115.0,23.0,7.0,6.0,39.0,11.0,4.0,35.0,93.0,2.0,3.0,12.0,5.0,7.0
Marcel,2007,,,213.0,26.0,57.0,9.0,1.0,5.0,27.0,2.0,0.0,15.0,31.0,1.0,1.0,1.0,2.0,5.0
Marcel,2007,,,179.0,25.0,47.0,10.0,1.0,6.0,24.0,3.0,1.0,17.0,34.0,1.0,2.0,1.0,1.0,4.0
Marcel,2007,,,598.0,92.0,191.0,20.0,7.0,10.0,54.0,31.0,5.0,43.0,65.0,16.0,4.0,2.0,3.0,5.0
Marcel,2007,,,322.0,43.0,85.0,18.0,2.0,10.0,51.0,3.0,1.0,42.0,73.0,4.0,3.0,1.0,4.0,8.0
Marcel,2007,,,338.0,44.0,95.0,23.0,0.0,15.0,57.0,3.0,1.0,30.0,53.0,6.0,4.0,1.0,4.0,9.0
Marcel,2007,,,197.0,26.0,55.0,10.0,1.0,6.0,28.0,3.0,1.0,17.0,35.0,2.0,2.0,1.0,1.0,5.0
Marcel,2007,,,502.0,86.0,129.0,28.0,2.0,27.0,83.0,2.0,2.0,73.0,122.0,5.0,8.0,1.0,4.0,11.0
Marcel,2007,,,379.0,50.0,103.0,21.0,2.0,7.0,46.0,11.0,3.0,30.0,62.0,2.0,3.0,7.0,4.0,11.0
Marcel,2007,,,206.0,29.0,55.0,14.0,2.0,7.0,28.0,3.0,1.0,20.0,43.0,2.0,2.0,1.0,3.0,5.0
Marcel,2007,,,507.0,78.0,147.0,18.0,4.0,4.0,35.0,28.0,8.0,32.0,87.0,1.0,8.0,7.0,3.0,6.0
Marcel,2007,,,181.0,25.0,48.0,11.0,1.0,5.0,23.0,4.0,1.0,17.0,35.0,1.0,2.0,1.0,1.0,4.0
Marcel,2007,,,421.0,67.0,117.0,25.0,5.0,14.0,64.0,9.0,1.0,42.0,91.0,3.0,2.0,2.0,2.0,9.0
Marcel,2007,,,555.0,95.0,163.0,37.0,2.0,33.0,109.0,4.0,1.0,70.0,110.0,9.0,7.0,0.0,4.0,13.0
Marcel,2007,,,571.0,86.0,178.0,36.0,2.0,23.0,97.0,5.0,2.0,41.0,74.0,7.0,7.0,0.0,6.0,22.0
Marcel,2007,,,213.0,28.0,54.0,11.0,1.0,6.0,25.0,5.0,3.0,19.0,51.0,1.0,5.0,1.0,1.0,5.0
Marcel,2007,,,364.0,56.0,92.0,20.0,2.0,22.0,60.0,2.0,2.0,36.0,91.0,1.0,4.0,1.0,2.0,4.0
Marcel,2007,,,245.0,46.0,72.0,16.0,3.0,7.0,31.0,12.0,2.0,27.0,40.0,1.0,3.0,5.0,1.0,7.0
Marcel,2007,,,182.0,26.0,48.0,8.0,2.0,5.0,23.0,3.0,1.0,17.0,34.0,3.0,5.0,1.0,1.0,3.0
Marcel,2007,,,414.0,68.0,107.0,15.0,1.0,29.0,86.0,2.0,1.0,67.0,84.0,3.0,5.0,1.0,5.0,10.0
Marcel,2007,,,438.0,80.0,116.0,22.0,1.0,29.0,83.0,1.0,1.0,82.0,123.0,12.0,4.0,0.0,5.0,7.0
Marcel,2007,,,192.0,28.0,53.0,12.0,1.0,6.0,28.0,4.0,1.0,21.0,38.0,1.0,2.0,2.0,1.0,4.0
Marcel,2007,,,178.0,26.0,49.0,10.0,1.0,6.0,24.0,4.0,1.0,17.0,32.0,2.0,2.0,1.0,2.0,5.0
Marcel,2007,,,243.0,32.0,65.0,17.0,1.0,9.0,32.0,3.0,1.0,19.0,42.0,1.0,2.0,1.0,1.0,4.0
Marcel,2007,,,187.0,27.0,50.0,11.0,1.0,6.0,23.0,3.0,1.0,17.0,34.0,1.0,3.0,1.0,2.0,4.0
Marcel,2007,,,218.0,25.0,55.0,12.0,1.0,6.0,29.0,2.0,1.0,18.0,33.0,2.0,2.0,1.0,1.0,9.0
Marcel,2007,,,179.0,25.0,48.0,10.0,1.0,6.0,24.0,3.0,1.0,17.0,32.0,2.0,2.0,1.0,1.0,5.0
Marcel,2007,,,179.0,25.0,50.0,9.0,1.0,6.0,24.0,3.0,1.0,17.0,32.0,1.0,2.0,1.0,2.0,5.0
Marcel,2007,,,180.0,25.0,48.0,10.0,1.0,6.0,24.0,4.0,1.0,17.0,35.0,1.0,2.0,1.0,2.0,4.0
Marcel,2007,,,309.0,40.0,77.0,19.0,3.0,9.0,44.0,4.0,2.0,24.0,65.0,2.0,4.0,4.0,2.0,10.0
Marcel,2007,,,179.0,25.0,48.0,10.0,1.0,6.0,24.0,3.0,1.0,17.0,36.0,1.0,2.0,1.0,1.0,4.0
Marcel,2007,,,529.0,75.0,155.0,35.0,2.0,19.0,72.0,4.0,2.0,46.0,93.0,4.0,5.0,1.0,5.0,11.0
Marcel,2007,,,269.0,29.0,65.0,13.0,1.0,5.0,29.0,2.0,1.0,29.0,55.0,4.0,6.0,2.0,2.0,8.0
Marcel,2007,,,230.0,32.0,57.0,12.0,2.0,6.0,30.0,4.0,1.0,31.0,49.0,2.0,2.0,2.0,3.0,5.0
Marcel,2007,,,225.0,35.0,62.0,11.0,1.0,6.0,27.0,5.0,1.0,23.0,45.0,4.0,3.0,2.0,1.0,4.0
Marcel,2007,,,295.0,41.0,87.0,11.0,3.0,4.0,32.0,6.0,2.0,22.0,37.0,2.0,2.0,1.0,2.0,7.0
Marcel,2007,,,483.0,81.0,137.0,23.0,5.0,20.0,71.0,6.0,4.0,41.0,94.0,2.0,7.0,5.0,6.0,6.0
Marcel,2007,,,266.0,35.0,72.0,12.0,1.0,6.0,26.0,10.0,3.0,24.0,57.0,1.0,2.0,1.0,1.0,4.0
Marcel,2007,,,457.0,61.0,119.0,26.0,3.0,19.0,69.0,5.0,5.0,27.0,80.0,1.0,3.0,8.0,7.0,9.0
Marcel,2007,,,560.0,100.0,166.0,35.0,4.0,27.0,97.0,13.0,3.0,57.0,109.0,3.0,9.0,1.0,5.0,10.0
Marcel,2007,,,196.0,24.0,49.0,10.0,1.0,4.0,22.0,3.0,2.0,16.0,35.0,1.0,1.0,1.0,1.0,4.0
Marcel,2007,,,183.0,26.0,48.0,10.0,1.0,7.0,23.0,2.0,1.0,19.0,40.0,3.0,1.0,1.0,1.0,5.0
Marcel,2007,,,293.0,40.0,78.0,14.0,1.0,13.0,46.0,2.0,1.0,28.0,51.0,4.0,1.0,1.0,3.0,7.0
Marcel,2007,,,382.0,55.0,91.0,19.0,3.0,17.0,55.0,7.0,3.0,41.0,89.0,4.0,3.0,4.0,4.0,6.0
Marcel,2007,,,180.0,23.0,44.0,9.0,1.0,6.0,22.0,3.0,1.0,16.0,39.0,1.0,2.0,1.0,1.0,4.0
Marcel,2007,,,405.0,57.0,108.0,24.0,2.0,16.0,60.0,4.0,2.0,50.0,99.0,6.0,4.0,1.0,2.0,10.0
Marcel,2007,,,220.0,29.0,54.0,10.0,1.0,5.0,26.0,2.0,1.0,20.0,45.0,2.0,1.0,4.0,3.0,5.0
Marcel,2007,,,187.0,27.0,51.0,10.0,1.0,6.0,24.0,3.0,1.0,20.0,36.0,2.0,2.0,1.0,1.0,4.0
Marcel,2007,,,178.0,24.0,45.0,8.0,1.0,6.0,26.0,2.0,1.0,19.0,35.0,1.0,1.0,1.0,1.0,4.0
Marcel,2007,,,387.0,64.0,111.0,19.0,6.0,9.0,50.0,5.0,3.0,27.0,57.0,1.0,10.0,6.0,3.0,6.0
Marcel,2007,,,439.0,54.0,124.0,26.0,1.0,10.0,52.0,2.0,1.0,43.0,52.0,4.0,2.0,2.0,4.0,14.0
Marcel,2007,,,178.0,27.0,45.0,9.0,1.0,4.0,20.0,3.0,1.0,16.0,29.0,1.0,3.0,1.0,2.0,6.0
